review,rating,date,bank,source
it is good app,5,2025-08-22,CBE,google_play
very good,5,2025-08-22,CBE,google_play
good and always try to make new updats 🙏👍,5,2025-08-22,CBE,google_play
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,CBE,google_play
i don' want,5,2025-08-22,CBE,google_play
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,google_play
one of the best,5,2025-08-22,CBE,google_play
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,CBE,google_play
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,CBE,google_play
good,5,2025-08-21,CBE,google_play
not bad apk,1,2025-08-21,CBE,google_play
ok,5,2025-08-21,CBE,google_play
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,CBE,google_play
best mobile banking App that have seen .,5,2025-08-21,CBE,google_play
It's very helpful apps,5,2025-08-21,CBE,google_play
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,CBE,google_play
"Unable to connect, pls. Improve the system",5,2025-08-20,CBE,google_play
well app,5,2025-08-20,CBE,google_play
"Smart service But, your service charge is too high",5,2025-08-20,CBE,google_play
perfect 👌 keep,5,2025-08-20,CBE,google_play
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,google_play
ok,5,2025-08-20,CBE,google_play
nice app,5,2025-08-20,CBE,google_play
excellent plus,5,2025-08-20,CBE,google_play
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,google_play
so disappointing :((,1,2025-08-20,CBE,google_play
what nice app i never usedyet,4,2025-08-20,CBE,google_play
Excellent,5,2025-08-20,CBE,google_play
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,google_play
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,google_play
Send money for some account but don't reserved Ball,5,2025-08-20,CBE,google_play
very good🙏🙏,5,2025-08-19,CBE,google_play
good,1,2025-08-19,CBE,google_play
good,5,2025-08-19,CBE,google_play
I recognized thank you,5,2025-08-19,CBE,google_play
Best feature!!,5,2025-08-19,CBE,google_play
the saved account totally removed ..why????????,1,2025-08-19,CBE,google_play
good bank Ethiopian very nic,5,2025-08-18,CBE,google_play
this good app but screenshot must enable,4,2025-08-18,CBE,google_play
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,google_play
Good,4,2025-08-18,CBE,google_play
Best app,5,2025-08-18,CBE,google_play
change mobile banking CBE,5,2025-08-18,CBE,google_play
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,google_play
Adisi Deti,5,2025-08-17,CBE,google_play
good,5,2025-08-17,CBE,google_play
this app is the good apps,5,2025-08-17,CBE,google_play
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,google_play
congra ethio,5,2025-08-15,CBE,google_play
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,google_play
nice,3,2025-08-14,CBE,google_play
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,google_play
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,google_play
this APK Best for most of people,5,2025-08-13,CBE,google_play
good keep it up,5,2025-08-13,CBE,google_play
very nice app,5,2025-08-12,CBE,google_play
Most of the time either the app or *889# don't work,2,2025-08-12,CBE,google_play
cbe. noor,2,2025-08-12,CBE,google_play
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,google_play
nice,5,2025-08-12,CBE,google_play
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,google_play
this is so good,5,2025-08-11,CBE,google_play
very good,5,2025-08-11,CBE,google_play
❤❤❤❤❤😂,5,2025-08-10,CBE,google_play
Very interesting 🤔,5,2025-08-10,CBE,google_play
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,google_play
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,CBE,google_play
very bad app,1,2025-08-09,CBE,google_play
good 👍,5,2025-08-09,CBE,google_play
good,5,2025-08-09,CBE,google_play
very nice app,5,2025-08-09,CBE,google_play
good app,5,2025-08-09,CBE,google_play
it is the best transferring AP,5,2025-08-08,CBE,google_play
it's good but add some more please,3,2025-08-08,CBE,google_play
best servis app,4,2025-08-07,CBE,google_play
very useful to use it from any where in the world !,5,2025-08-07,CBE,google_play
ok,5,2025-08-07,CBE,google_play
it very good but why block the screen shoot,5,2025-08-07,CBE,google_play
Good app,5,2025-08-07,CBE,google_play
"the most disgusting app,",1,2025-08-07,CBE,google_play
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,google_play
👍,5,2025-08-07,CBE,google_play
good app,4,2025-08-06,CBE,google_play
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,google_play
best one,5,2025-08-05,CBE,google_play
awesome,5,2025-08-05,CBE,google_play
so good,5,2025-08-04,CBE,google_play
worst experience,1,2025-08-04,CBE,google_play
The 1st one is CBE,5,2025-08-04,CBE,google_play
excellent,5,2025-08-04,CBE,google_play
nice,5,2025-08-04,CBE,google_play
ok,1,2025-08-04,CBE,google_play
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,google_play
CBE,5,2025-08-04,CBE,google_play
it's good app,5,2025-08-04,CBE,google_play
ok,5,2025-08-04,CBE,google_play
Nise,5,2025-08-04,CBE,google_play
commercial Bank 🏦,5,2025-08-04,CBE,google_play
goood werk,5,2025-08-03,CBE,google_play
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,CBE,google_play
good,5,2025-08-03,CBE,google_play
the best application for ours,5,2025-08-03,CBE,google_play
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,CBE,google_play
screenshot problem must be fixed!!,4,2025-08-02,CBE,google_play
it's very nice app,5,2025-08-02,CBE,google_play
Very easy to use,5,2025-08-02,CBE,google_play
best and fast,5,2025-08-02,CBE,google_play
The best one ever i've seen.,5,2025-08-01,CBE,google_play
በጣም ጥሩ,5,2025-08-01,CBE,google_play
👍👍👍,5,2025-08-01,CBE,google_play
very good,5,2025-08-01,CBE,google_play
The sum is good.,5,2025-08-01,CBE,google_play
good,5,2025-07-31,CBE,google_play
thank you,5,2025-07-30,CBE,google_play
it is good,5,2025-07-30,CBE,google_play
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,CBE,google_play
how updated this app,5,2025-07-30,CBE,google_play
yase,5,2025-07-30,CBE,google_play
"ok ,",5,2025-07-29,CBE,google_play
good,5,2025-07-29,CBE,google_play
Time is Gold,5,2025-07-28,CBE,google_play
good,5,2025-07-28,CBE,google_play
this app is so amazing a use it every time when I make payments,5,2025-07-27,CBE,google_play
Mobeli.bank,5,2025-07-27,CBE,google_play
best,5,2025-07-26,CBE,google_play
best app,5,2025-07-26,CBE,google_play
thanks CBE,5,2025-07-25,CBE,google_play
"I am using this service from abroad, which i have active account in Ethiopia. Anytime I want support family, I easily sent funds to my CBE bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. They can easily send money from their abroad bank account to their CEB, Awash,Oromia bank whatever. 2nd, They don't need family to withdraw money for them to use it. They have privacy.",5,2025-07-25,CBE,google_play
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25,CBE,google_play
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25,CBE,google_play
commercial bank of ethiopia is very helpful for all Ethiopian people that i respect ethio consititution,5,2025-07-25,CBE,google_play
wow,5,2025-07-25,CBE,google_play
excellent,5,2025-07-25,CBE,google_play
great,5,2025-07-24,CBE,google_play
Great,5,2025-07-24,CBE,google_play
there is many thing u have to fix.,1,2025-07-24,CBE,google_play
Excellent App,4,2025-07-24,CBE,google_play
"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,CBE,google_play
Best app,5,2025-07-23,CBE,google_play
very good,5,2025-07-22,CBE,google_play
good,5,2025-07-21,CBE,google_play
በጣምጥሩ,4,2025-07-21,CBE,google_play
"good job, but we need to see more transaction history.",4,2025-07-21,CBE,google_play
best app,5,2025-07-21,CBE,google_play
excellent,5,2025-07-21,CBE,google_play
full of restrictions,1,2025-07-20,CBE,google_play
The best one,5,2025-07-20,CBE,google_play
very good,5,2025-07-20,CBE,google_play
nice apps,5,2025-07-20,CBE,google_play
why i cant screen shoot ?,1,2025-07-20,CBE,google_play
Really excellent,5,2025-07-19,CBE,google_play
excellent,5,2025-07-19,CBE,google_play
nice apk,5,2025-07-19,CBE,google_play
it is good up to now but it needs update today,5,2025-07-18,CBE,google_play
አውርድ,5,2025-07-18,CBE,google_play
okay,5,2025-07-18,CBE,google_play
very aazing,5,2025-07-18,CBE,google_play
wow,5,2025-07-18,CBE,google_play
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17,CBE,google_play
simple to use and amazing,5,2025-07-17,CBE,google_play
Best app ever,5,2025-07-17,CBE,google_play
this app good,4,2025-07-17,CBE,google_play
"I like this App b/s it's fast, clear, and secured. thank you",5,2025-07-17,CBE,google_play
"Although the UI is simple and easy to use. That does not mean anything if information is not consistent throughout the app, and most services are down most of the time. Also, I see that forcing the user to turn off Android Dev Settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for Android development 🙄. If you have certain security requirements, you would rather prefer to restrict the minSdk (since recent android releases are secure).",1,2025-07-16,CBE,google_play
difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,1,2025-07-16,CBE,google_play
chala bodena,2,2025-07-15,CBE,google_play
ebc app not work or unable to connect server,1,2025-07-15,CBE,google_play
i love this app,5,2025-07-14,CBE,google_play
"excellent application, user friendly...nice one",5,2025-07-14,CBE,google_play
Okay 👍,5,2025-07-13,CBE,google_play
why can't I transfer money to telebirr?,4,2025-07-12,CBE,google_play
CBE Mobile Banking make us our life easier.,5,2025-07-12,CBE,google_play
"I can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12,CBE,google_play
"it's a nice app""and buy to pay then simple for money transaction 10Q CBE.",5,2025-07-11,CBE,google_play
"amzing app, so 10Q",5,2025-07-11,CBE,google_play
"The CBE MB app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and USSD.",2,2025-07-11,CBE,google_play
It is user friendly.,4,2025-07-11,CBE,google_play
Application አንዳንዴ ቀርፋፋ ነው። ለምን ?,3,2025-07-10,CBE,google_play
ok,5,2025-07-09,CBE,google_play
option app mobile banking,5,2025-07-09,CBE,google_play
ok,5,2025-07-08,CBE,google_play
very poor and even not sho the balance and transaction history,1,2025-07-07,CBE,google_play
እሽ,5,2025-07-07,CBE,google_play
Good app,5,2025-07-07,CBE,google_play
best,5,2025-07-06,CBE,google_play
this is very good app but what is bucket override i don't get,4,2025-07-06,CBE,google_play
The best of mobile banking in Ethiopia 🇪🇹,5,2025-07-06,CBE,google_play
"it's just a basic app, you could do a lot better I couldn't see my 2 months statement even",1,2025-07-06,CBE,google_play
don't work,1,2025-07-05,CBE,google_play
የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,5,2025-07-05,CBE,google_play
good,5,2025-07-05,CBE,google_play
nice !,4,2025-07-05,CBE,google_play
Samsung s05 have no government utility payment options Please fix on the next update,1,2025-07-05,CBE,google_play
v.good,5,2025-07-04,CBE,google_play
"It is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number",4,2025-07-04,CBE,google_play
it's good app.,5,2025-07-03,CBE,google_play
wow,5,2025-07-03,CBE,google_play
It is fast and best service. Go a head!,5,2025-07-02,CBE,google_play
best,5,2025-07-02,CBE,google_play
"This app is not reliable for transferring money to other banks or money transfer apps. It will take your money but not deliver it, and for confirmation, it takes three days to refund.",2,2025-07-02,CBE,google_play
it is best app,5,2025-07-02,CBE,google_play
"The worst Bank, system and app ever in Ethiopia.",1,2025-07-02,CBE,google_play
please update the security policy. we can't take a SCREENSHOTS!,3,2025-07-02,CBE,google_play
good app,5,2025-07-01,CBE,google_play
very very good,4,2025-07-01,CBE,google_play
"It's a great application, but if you could improve it a bit, for example, by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch.",3,2025-07-01,CBE,google_play
its very nice app,5,2025-07-01,CBE,google_play
fast and easy to use,3,2025-07-01,CBE,google_play
good app,5,2025-07-01,CBE,google_play
I really like this application it's easy to use and reliable,5,2025-07-01,CBE,google_play
best application but is not available strong security .,5,2025-07-01,CBE,google_play
good,5,2025-06-30,CBE,google_play
very good thanks for services,1,2025-06-30,CBE,google_play
great,4,2025-06-30,CBE,google_play
Good!,5,2025-06-29,CBE,google_play
I like this app bcz of this is very simple and easy to use,5,2025-06-29,CBE,google_play
this application not working properly and payment service and transfer money please fix dear bank developer it's more boring service now,3,2025-06-29,CBE,google_play
for the frist use the app is perfect but soon it begins to change the speed the massages and cost an arm and leg,1,2025-06-29,CBE,google_play
"trasaction history needs to be more detailed,",3,2025-06-28,CBE,google_play
safe secure fast,5,2025-06-28,CBE,google_play
like,5,2025-06-28,CBE,google_play
atashkabte,1,2025-06-28,CBE,google_play
good app,5,2025-06-28,CBE,google_play
nice,5,2025-06-27,CBE,google_play
good,5,2025-06-27,CBE,google_play
good,5,2025-06-27,CBE,google_play
ok,5,2025-06-27,CBE,google_play
best,5,2025-06-27,CBE,google_play
good,5,2025-06-27,CBE,google_play
best mobile banking app,5,2025-06-26,CBE,google_play
this app has a problem,1,2025-06-26,CBE,google_play
Best of all,5,2025-06-26,CBE,google_play
excellent services,5,2025-06-26,CBE,google_play
"I'll give 5 stars when the app has the function to see more than just a couple of transactions. Right now, you can not even go back one month and see prior transaction. That is a standard banking function that also CBE should have. Because of that only 1 Start.",1,2025-06-25,CBE,google_play
best of all,5,2025-06-25,CBE,google_play
"The most unreliable banking app i ever used, the transactions are stuck halfway and i can't access my money then when you call the call center they ask that you wait 3-5 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete I'd rate less if i could.",1,2025-06-25,CBE,google_play
for no reason my money is gone because the system keeps tell me failed than I tried to many times were my money is nowhere to be gone when I checked my balance I realise the money is gone,1,2025-06-25,CBE,google_play
we would appreciate it if the app can allow to take screensshot.,4,2025-06-24,CBE,google_play
Easy to use and clear.,5,2025-06-24,CBE,google_play
Easy to use,4,2025-06-23,CBE,google_play
Excellence,5,2025-06-23,CBE,google_play
good,5,2025-06-23,CBE,google_play
the best 👌,5,2025-06-23,CBE,google_play
super 🌟 start,5,2025-06-22,CBE,google_play
😲,5,2025-06-21,CBE,google_play
It is so god,5,2025-06-21,CBE,google_play
it's my life,5,2025-06-21,CBE,google_play
👍,3,2025-06-20,CBE,google_play
good app,5,2025-06-20,CBE,google_play
great app,5,2025-06-19,CBE,google_play
SUFaa milikesaa,5,2025-06-19,CBE,google_play
"Am not able to make screenshot,",1,2025-06-18,CBE,google_play
thank you,5,2025-06-17,CBE,google_play
ok,5,2025-06-17,CBE,google_play
setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx,4,2025-06-17,CBE,google_play
Is too good,5,2025-06-17,CBE,google_play
ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,5,2025-06-16,CBE,google_play
ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,5,2025-06-16,CBE,google_play
"it makes my life easy, and I feel like it deserves a 4-star.",4,2025-06-16,CBE,google_play
It's best app but Please add(included) water bill payment ?,4,2025-06-16,CBE,google_play
the system works even from wherever I am abroad CBE☆☆☆☆☆,5,2025-06-15,CBE,google_play
very nice to use this app,5,2025-06-14,CBE,google_play
good 👍,4,2025-06-14,CBE,google_play
Good service and have lightly internet accessed,3,2025-06-14,CBE,google_play
the best mobile banking ever in Ethiopia,5,2025-06-13,CBE,google_play
waw,5,2025-06-13,CBE,google_play
good app fast,5,2025-06-13,CBE,google_play
very good work cbe team well developed,5,2025-06-13,CBE,google_play
Excellent and easy to access and uptodate.,5,2025-06-13,CBE,google_play
Nice,5,2025-06-12,CBE,google_play
Best mobile banking app in Ethiopian banking industry. Keep up CBE,5,2025-06-12,CBE,google_play
it's very helpful app in any way in and out of the county of Ethiopia good luck,5,2025-06-12,CBE,google_play
good app,5,2025-06-11,CBE,google_play
So bad now and hard to use,5,2025-06-09,CBE,google_play
"it is so amazing app. but, it is better to update it to access without any internet fees. just make it to open by free internet service when we open data connection.",5,2025-06-09,CBE,google_play
v.good app,4,2025-06-09,CBE,google_play
very good app,1,2025-06-09,CBE,google_play
Very amazing app indeed. I'm enjoying it,5,2025-06-08,CBE,google_play
Best,5,2025-06-08,CBE,google_play
A great app. It's like carrying a bank in your pocket.,4,2025-06-07,CBE,google_play
More than garrantty bank EBC.,4,2025-06-07,CBE,google_play
really am happy to this app it is Siple to use everything,5,2025-06-07,CBE,google_play
I liked this app. But the User interface is very basic and not attractive at all.,2,2025-06-07,CBE,google_play
"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,CBE,google_play
what is this app problem???,1,2025-06-05,CBE,google_play
the app is proactive and a good connections.,5,2025-06-05,CBE,google_play
I cannot send to cbebirr app. through this app.,3,2025-06-05,CBE,google_play
good,4,2025-06-05,CBE,google_play
not functional,1,2025-06-05,CBE,google_play
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,CBE,google_play
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,CBE,google_play
best,5,2025-06-04,CBE,google_play
Best Mobile Banking app ever,5,2025-06-04,CBE,google_play
good,5,2025-06-04,CBE,google_play
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,CBE,google_play
good,5,2025-06-04,CBE,google_play
Good,5,2025-06-04,CBE,google_play
👌👍,5,2025-06-04,CBE,google_play
very niec,5,2025-06-04,CBE,google_play
best app of finance,5,2025-06-04,CBE,google_play
yetemeta,1,2025-06-03,CBE,google_play
good,5,2025-06-03,CBE,google_play
it is not safety,1,2025-06-03,CBE,google_play
NICE bank,5,2025-06-03,CBE,google_play
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,CBE,google_play
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,CBE,google_play
It's good but try to make it facilitate for your client,4,2025-06-02,CBE,google_play
best app,5,2025-06-01,CBE,google_play
Awesome bank,5,2025-06-01,CBE,google_play
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,google_play
Masha alla,5,2025-05-31,CBE,google_play
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,CBE,google_play
better service,5,2025-05-31,CBE,google_play
"it,s good app and time manager 👍",5,2025-05-30,CBE,google_play
malkaamuu Jiidhaa Namoo,5,2025-05-30,CBE,google_play
lower system everything,3,2025-05-30,CBE,google_play
Nice!,5,2025-05-30,CBE,google_play
Keep it up My CBE,5,2025-05-29,CBE,google_play
yes good,5,2025-05-28,CBE,google_play
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,CBE,google_play
i like everything of this app,5,2025-05-27,CBE,google_play
good,5,2025-05-27,CBE,google_play
🤬🤬🤬🤬 network 🛜,1,2025-05-26,CBE,google_play
Best,5,2025-05-26,CBE,google_play
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,CBE,google_play
nice,5,2025-05-26,CBE,google_play
good job,5,2025-05-26,CBE,google_play
it's awesome!!,5,2025-05-25,CBE,google_play
best,5,2025-05-25,CBE,google_play
thankyou every one,5,2025-05-25,CBE,google_play
best app,5,2025-05-25,CBE,google_play
Ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,google_play
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,google_play
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,CBE,google_play
mortuary app,5,2025-05-25,CBE,google_play
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,CBE,google_play
amazing app I am used this app for one year,4,2025-05-24,CBE,google_play
👍,5,2025-05-24,CBE,google_play
good app,5,2025-05-24,CBE,google_play
i love it 😍😘,5,2025-05-24,CBE,google_play
It makes life easy!👌,5,2025-05-24,CBE,google_play
its not fast,1,2025-05-24,CBE,google_play
wow,4,2025-05-24,CBE,google_play
it is sooo good,5,2025-05-24,CBE,google_play
excellent,5,2025-05-24,CBE,google_play
ok,1,2025-05-24,CBE,google_play
Fantastic,5,2025-05-23,CBE,google_play
accessible to using,5,2025-05-23,CBE,google_play
I like it,4,2025-05-23,CBE,google_play
good,5,2025-05-23,CBE,google_play
why you change default network?,5,2025-05-23,CBE,google_play
very nice 👍,5,2025-05-23,CBE,google_play
good,5,2025-05-23,CBE,google_play
nice fast app,5,2025-05-23,CBE,google_play
good,5,2025-05-23,CBE,google_play
best,5,2025-05-23,CBE,google_play
how to I get my money,5,2025-05-23,CBE,google_play
"Very bad, can't even load they need to improve their services.",1,2025-05-22,CBE,google_play
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,CBE,google_play
very busy I don't know why... I prefer 889,3,2025-05-22,CBE,google_play
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,CBE,google_play
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,CBE,google_play
hojii bonsaadha,5,2025-05-22,CBE,google_play
ok,5,2025-05-22,CBE,google_play
ok,5,2025-05-22,CBE,google_play
user-friendly apps.because this app is easy.,5,2025-05-22,CBE,google_play
Awosome!!!,5,2025-05-22,CBE,google_play
"Very good app,",5,2025-05-22,CBE,google_play
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,CBE,google_play
I hate this app 😒,1,2025-05-22,CBE,google_play
trustful,5,2025-05-22,CBE,google_play
I like,5,2025-05-22,CBE,google_play
update issue,4,2025-05-22,CBE,google_play
its not working over safari network,1,2025-05-22,CBE,google_play
oldie,1,2025-05-22,CBE,google_play
it doesn't work,1,2025-05-21,CBE,google_play
"This app is good, and we are using it well",1,2025-05-21,CBE,google_play
ok,5,2025-05-21,CBE,google_play
best app,5,2025-05-21,CBE,google_play
best,5,2025-05-21,CBE,google_play
very nice 👌 app for android phone,5,2025-05-21,CBE,google_play
good app,5,2025-05-21,CBE,google_play
Yes Yes,5,2025-05-21,CBE,google_play
በጣም ከርፋፋ,1,2025-05-21,CBE,google_play
easy to use helpful in my life,5,2025-05-21,CBE,google_play
good 👍,4,2025-05-21,CBE,google_play
the best mobile banking app,5,2025-05-21,CBE,google_play
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,CBE,google_play
ok,2,2025-05-21,CBE,google_play
it's a good application 👍,5,2025-05-21,CBE,google_play
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,CBE,google_play
poor service,1,2025-05-21,CBE,google_play
amazing,5,2025-05-20,CBE,google_play
it is reliable and easy to use.,5,2025-05-20,CBE,google_play
the most annoying mobile banking app I've ever seen,1,2025-05-20,CBE,google_play
Cbe mobile banking,5,2025-05-20,CBE,google_play
"i can't make Screenshout in this app, please made modification",5,2025-05-20,CBE,google_play
Best app I loved it,5,2025-05-19,CBE,google_play
nice app,5,2025-05-19,CBE,google_play
wow,5,2025-05-18,CBE,google_play
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,CBE,google_play
well satisfied with this beautiful app,5,2025-05-18,CBE,google_play
